"19","21","492","date","other"
"20","19","20","2017-02-16","0"
"23","22","23","2017-03-02","0"
"5","5","5","2017-12-21","0"
"5","5","5","2018-01-04","0"
"12","11","12","2018-01-18","0"
"15","14","15","2018-02-01","0"
"19","17","19","2018-02-15","0"
"17","16","17","2018-03-01","0"
"14","13","14","2018-03-15","0"
"15","14","15","2018-03-29","0"
"15","14","15","2018-04-12","0"
"26","24","26","2018-04-26","0"
"24","22","24","2018-05-10","0"
"24","22","24","2018-05-24","0"
"22","20","22","2018-06-07","0"
"24","22","24","2018-06-21","0"
"24","22","24","2018-07-05","0"
"24","23","24","2018-07-19","0"
"24","23","24","2018-08-02","0"
"24","23","24","2018-08-16","0"
"24","23","24","2018-08-30","0"
"24","23","24","2018-09-13","0"
"24","23","24","2018-09-27","0"
"24","23","24","2018-10-11","0"
"24","23","24","2018-10-25","0"
"24","23","24","2018-11-08","0"
"24","23","24","2018-11-22","0"
"24","23","24","2018-12-06","0"
"24","23","24","2018-12-20","0"
"24","23","24","2019-01-03","0"
"24","23","24","2019-01-17","0"
"24","23","24","2019-01-31","0"
"26","25","26","2019-02-14","0"
"24","23","24","2019-02-28","0"
"10","10","10","2019-03-14","0"
"3","3","3","2019-03-28","0"
"22","21","22","2019-04-11","0"
"24","23","24","2019-04-25","0"
"9","8","9","2019-05-09","0"
"22","15","15","2019-05-23","0"
"34","23","24","2019-06-06","0"
"34","23","24","2019-06-20","0"
"36","25","26","2019-07-04","0"
"39","26","27","2019-07-18","0"
"34","23","24","2019-08-01","0"
"36","25","26","2019-08-15","0"
"36","25","26","2019-08-29","0"
"32","21","22","2019-09-12","0"
"36","25","26","2019-09-26","0"
"39","26","27","2019-10-10","0"
"39","26","27","2019-10-24","0"
"29","20","21","2019-11-07","0"
"39","26","27","2019-11-21","0"
"41","28","29","2019-12-05","0"
"44","30","31","2019-12-19","0"
"36","25","26","2020-01-02","0"
"44","30","31","2020-01-16","0"
"36","25","26","2020-01-30","0"
"34","23","24","2020-02-13","0"
"34","23","24","2020-02-27","0"
"36","25","26","2020-03-12","0"
"36","25","26","2020-03-26","0"
"36","25","26","2020-04-09","0"
"39","26","27","2020-04-23","0"
"36","25","26","2020-05-07","0"
"32","21","22","2020-05-21","0"
"41","28","29","2020-06-04","0"
"34","23","24","2020-06-18","0"
"36","25","26","2020-07-02","0"
"32","21","22","2020-07-16","0"
"53","36","38","2020-07-30","0"
"27","18","19","2020-08-13","0"
"34","23","24","2020-08-27","0"
"34","23","24","2020-09-10","0"
"34","23","24","2020-09-24","0"
"46","31","33","2020-10-08","0"
"36","25","26","2020-10-22","0"
"44","30","31","2020-11-05","0"
"46","31","33","2020-11-19","0"
"46","31","33","2020-12-03","0"
"41","28","29","2020-12-17","0"
"41","28","29","2020-12-31","0"
"44","30","31","2021-01-14","0"
"36","25","26","2021-01-28","0"
"32","21","22","2021-02-11","0"
"41","28","29","2021-02-25","0"
"34","23","24","2021-03-11","0"
"34","23","24","2021-03-25","0"
"34","23","24","2021-04-08","0"
"36","25","26","2021-04-22","0"
"34","23","24","2021-05-06","0"
"34","23","24","2021-05-20","0"
