"492","597","1654","1664","1714","4726","date","other"
"11","11","6","6","6","6","2018-10-25","0"
"23","22","12","14","12","12","2018-11-08","0"
"23","22","12","14","12","12","2018-11-22","0"
"23","22","12","14","12","12","2018-12-06","0"
"23","22","12","14","12","12","2018-12-20","0"
"23","22","12","14","12","12","2019-01-03","0"
"23","22","12","14","13","12","2019-01-17","0"
"23","22","12","14","13","12","2019-01-31","0"
"23","22","12","14","13","12","2019-02-14","0"
"21","20","11","13","12","11","2019-02-28","0"
"12","11","6","7","7","6","2019-03-14","0"
"2","2","1","1","1","1","2019-03-28","0"
"24","24","13","15","15","12","2019-04-11","0"
"22","22","12","14","14","11","2019-04-25","0"
"10","10","6","6","6","5","2019-05-09","0"
"15","15","8","10","10","8","2019-05-23","0"
"24","24","13","15","15","12","2019-06-06","0"
"24","24","13","15","15","12","2019-06-20","0"
"24","24","13","15","15","12","2019-07-04","0"
"24","24","13","15","15","12","2019-07-18","0"
"22","22","12","14","14","11","2019-08-01","0"
"19","19","10","12","12","9","2019-08-15","0"
"24","24","13","15","15","12","2019-08-29","0"
"22","22","12","14","14","11","2019-09-12","0"
"26","26","14","16","16","13","2019-09-26","0"
"27","27","15","17","17","14","2019-10-10","0"
"27","27","15","17","17","14","2019-10-24","0"
"27","27","15","17","17","14","2019-11-07","0"
"22","22","12","14","14","11","2019-11-21","0"
"26","26","14","16","16","13","2019-12-05","0"
"29","29","16","18","18","15","2019-12-19","0"
"24","24","13","15","15","12","2020-01-02","0"
"24","24","13","15","15","12","2020-01-16","0"
"26","26","14","16","16","13","2020-01-30","0"
"26","26","14","16","16","13","2020-02-13","0"
"26","26","14","16","16","13","2020-02-27","0"
"22","22","12","14","14","11","2020-03-12","0"
"27","27","15","17","17","14","2020-03-26","0"
"26","26","14","16","16","13","2020-04-09","0"
"26","26","14","16","16","13","2020-04-23","0"
"30","30","15","17","17","14","2020-05-07","0"
"29","29","11","13","13","10","2020-05-21","0"
"29","29","11","13","13","10","2020-06-04","0"
"32","32","12","14","14","11","2020-06-18","0"
"39","39","15","17","17","14","2020-07-02","0"
"24","24","9","11","11","9","2020-07-16","0"
"27","27","10","12","12","9","2020-07-30","0"
"32","32","12","14","14","11","2020-08-13","0"
"39","39","15","17","17","14","2020-08-27","0"
"36","36","14","16","16","13","2020-09-10","0"
"36","36","14","16","16","13","2020-09-24","0"
"34","34","13","15","15","12","2020-10-08","0"
"32","32","12","14","14","11","2020-10-22","0"
"46","46","18","20","20","16","2020-11-05","0"
"36","36","14","16","16","13","2020-11-19","0"
"32","32","12","14","14","11","2020-12-03","0"
"39","39","15","17","17","14","2020-12-17","0"
"29","29","11","13","13","10","2020-12-31","0"
"29","29","11","13","13","10","2021-01-14","0"
"34","34","13","15","15","12","2021-01-28","0"
"24","24","9","11","11","9","2021-02-11","0"
"34","34","13","15","15","12","2021-02-25","0"
"34","34","13","15","15","12","2021-03-11","0"
"34","34","13","15","15","12","2021-03-25","0"
"34","34","13","15","15","12","2021-04-08","0"
"34","34","13","15","15","12","2021-04-22","0"
"34","34","13","15","15","12","2021-05-06","0"
"34","34","13","15","15","12","2021-05-20","0"
