"19","21","492","493","597","date","other"
"15","14","15","32","15","2018-09-13","0"
"21","20","21","45","21","2018-09-27","0"
"22","21","21","46","21","2018-10-11","0"
"22","21","21","46","21","2018-10-25","0"
"22","21","21","46","21","2018-11-08","0"
"22","21","21","46","21","2018-11-22","0"
"22","21","21","46","21","2018-12-06","0"
"22","21","21","46","21","2018-12-20","0"
"22","21","21","46","21","2019-01-03","0"
"22","21","21","46","21","2019-01-17","0"
"22","21","21","46","21","2019-01-31","0"
"22","21","21","46","21","2019-02-14","0"
"22","21","21","46","21","2019-02-28","0"
"20","20","20","43","20","2019-03-14","0"
"22","21","21","46","21","2019-03-28","0"
"22","21","21","46","21","2019-04-11","0"
"22","21","21","46","21","2019-04-25","0"
"9","9","9","20","9","2019-05-09","0"
"13","12","12","26","12","2019-05-23","0"
"22","21","21","46","21","2019-06-06","0"
"25","24","24","53","24","2019-06-20","0"
"22","21","21","46","21","2019-07-04","0"
"22","21","21","46","21","2019-07-18","0"
"24","23","23","49","23","2019-08-01","0"
"20","20","20","43","20","2019-08-15","0"
"20","20","20","43","20","2019-08-29","0"
"25","24","24","53","24","2019-09-12","0"
"27","26","26","56","26","2019-09-26","0"
"22","21","21","46","21","2019-10-10","0"
"22","21","21","36","21","2019-10-24","0"
"22","21","21","","21","2019-11-07","0"
"24","23","23","","23","2019-11-21","0"
"19","18","18","","18","2019-12-05","0"
"31","30","30","","30","2019-12-19","0"
"34","33","33","","33","2020-01-02","0"
"34","33","33","","33","2020-01-16","0"
"30","29","29","","29","2020-01-30","0"
"30","29","29","","29","2020-02-13","0"
"37","35","35","","35","2020-02-27","0"
"32","31","31","","31","2020-03-12","0"
"30","29","29","","29","2020-03-26","0"
"32","31","31","","31","2020-04-09","0"
"30","29","29","","29","2020-04-23","0"
"32","31","31","","31","2020-05-07","0"
"37","35","35","","35","2020-05-21","0"
"30","29","29","","29","2020-06-04","0"
"30","29","29","","29","2020-06-18","0"
"41","40","40","","40","2020-07-02","0"
"27","27","27","","27","2020-07-16","0"
"39","38","38","","38","2020-07-30","0"
"25","24","24","","24","2020-08-13","0"
"41","40","40","","40","2020-08-27","0"
"41","40","40","","40","2020-09-10","0"
"37","35","35","","35","2020-09-24","0"
"30","29","29","","29","2020-10-08","0"
"25","24","24","","24","2020-10-22","0"
"37","35","35","","35","2020-11-05","0"
"41","40","40","","40","2020-11-19","0"
"50","49","49","","49","2020-12-03","0"
"32","31","31","","31","2020-12-17","0"
"39","38","38","","38","2020-12-31","0"
"39","38","38","","38","2021-01-14","0"
"37","35","35","","35","2021-01-28","0"
"21","20","20","","20","2021-02-11","0"
"30","29","29","","29","2021-02-25","0"
"32","31","31","","31","2021-03-11","0"
"32","31","31","","31","2021-03-25","0"
"32","31","31","","31","2021-04-08","0"
"37","35","35","","35","2021-04-22","0"
"32","31","31","","31","2021-05-06","0"
