"599","15045","date","other"
"4","","2017-09-28","0"
"25","","2017-10-12","0"
"25","","2017-10-26","0"
"25","","2017-11-09","0"
"21","","2017-11-23","0"
"23","","2017-12-07","0"
"20","","2017-12-21","0"
"20","","2018-01-04","0"
"20","3","2018-01-18","0"
"19","4","2018-02-01","0"
"19","4","2018-02-15","0"
"23","5","2018-03-01","0"
"21","5","2018-03-15","0"
"19","4","2018-03-29","0"
"25","6","2018-04-12","0"
"25","6","2018-04-26","0"
"27","6","2018-05-10","0"
"27","6","2018-05-24","0"
"27","6","2018-06-07","0"
"27","6","2018-06-21","0"
"27","6","2018-07-05","0"
"27","6","2018-07-19","0"
"27","6","2018-08-02","0"
"27","6","2018-08-16","0"
"27","6","2018-08-30","0"
"27","6","2018-09-13","0"
"27","6","2018-09-27","0"
"27","6","2018-10-11","0"
"27","6","2018-10-25","0"
"27","6","2018-11-08","0"
"27","6","2018-11-22","0"
"27","6","2018-12-06","0"
"28","7","2018-12-20","0"
"28","7","2019-01-03","0"
"28","7","2019-01-17","0"
"28","8","2019-01-31","0"
"28","8","2019-02-14","0"
"28","8","2019-02-28","0"
"20","6","2019-03-14","0"
"4","1","2019-03-28","0"
"26","7","2019-04-11","0"
"28","8","2019-04-25","0"
"12","3","2019-05-09","0"
"18","5","2019-05-23","0"
"28","8","2019-06-06","0"
"32","9","2019-06-20","0"
"26","7","2019-07-04","0"
"28","8","2019-07-18","0"
"30","9","2019-08-01","0"
"28","8","2019-08-15","0"
"26","7","2019-08-29","0"
"28","8","2019-09-12","0"
"32","9","2019-09-26","0"
"28","8","2019-10-10","0"
"26","7","2019-10-24","0"
"28","8","2019-11-07","0"
"30","9","2019-11-21","0"
"32","9","2019-12-05","0"
"26","7","2019-12-19","0"
"26","7","2020-01-02","0"
"26","7","2020-01-16","0"
"32","9","2020-01-30","0"
"28","8","2020-02-13","0"
"30","9","2020-02-27","0"
"26","7","2020-03-12","0"
"28","8","2020-03-26","0"
"24","7","2020-04-09","0"
"26","7","2020-04-23","0"
"28","8","2020-05-07","0"
"30","9","2020-05-21","0"
"30","9","2020-06-04","0"
"30","9","2020-06-18","0"
"30","9","2020-07-02","0"
"26","7","2020-07-16","0"
"34","10","2020-07-30","0"
"26","7","2020-08-13","0"
"30","9","2020-08-27","0"
"31","9","2020-09-10","0"
"31","9","2020-09-24","0"
"35","10","2020-10-08","0"
"29","8","2020-10-22","0"
"31","9","2020-11-05","0"
"31","9","2020-11-19","0"
"39","11","2020-12-03","0"
"35","10","2020-12-17","0"
"31","9","2020-12-31","0"
"33","9","2021-01-14","0"
"44","12","2021-01-28","0"
"21","6","2021-02-11","0"
"29","8","2021-02-25","0"
"29","8","2021-03-11","0"
"29","8","2021-03-25","0"
"29","8","2021-04-08","0"
"29","8","2021-04-22","0"
"29","8","2021-05-06","0"
"29","8","2021-05-20","0"
