"9","113","128","date","other"
"4","6","4","2017-09-01","0"
"27","37","27","2017-09-15","0"
"17","23","17","2017-09-29","0"
"19","27","19","2017-10-13","0"
"17","25","17","2017-10-27","0"
"17","25","17","2017-11-10","0"
"17","25","17","2017-11-24","0"
"21","31","21","2017-12-08","0"
"17","25","17","2017-12-22","0"
"19","28","19","2018-01-05","0"
"21","32","21","2018-01-19","0"
"17","26","17","2018-02-02","0"
"15","23","15","2018-02-16","0"
"24","35","24","2018-03-02","0"
"17","26","17","2018-03-16","0"
"18","26","17","2018-03-30","0"
"20","30","19","2018-04-13","0"
"33","49","32","2018-04-27","0"
"31","46","30","2018-05-11","0"
"31","46","30","2018-05-25","0"
"33","49","32","2018-06-08","0"
"31","46","30","2018-06-22","0"
"31","46","30","2018-07-06","0"
"31","46","30","2018-07-20","0"
"31","46","30","2018-08-03","0"
"31","46","30","2018-08-17","0"
"31","46","30","2018-08-31","0"
"31","46","30","2018-09-14","0"
"31","46","30","2018-09-28","0"
"31","46","30","2018-10-12","0"
"31","46","30","2018-10-26","0"
"31","46","30","2018-11-09","0"
"31","46","30","2018-11-23","0"
"31","46","30","2018-12-07","0"
"31","46","30","2018-12-21","0"
"31","46","30","2019-01-04","0"
"31","46","30","2019-01-18","0"
"31","46","30","2019-02-01","0"
"31","46","30","2019-02-15","0"
"31","46","30","2019-03-01","0"
"11","16","11","2019-03-15","0"
"7","10","6","2019-03-29","0"
"29","43","28","2019-04-12","0"
"31","46","30","2019-04-26","0"
"11","16","11","2019-05-10","0"
"24","34","22","2019-05-24","0"
"31","44","29","2019-06-07","0"
"35","50","33","2019-06-21","0"
"33","47","31","2019-07-05","0"
"42","60","40","2019-07-19","0"
"38","54","35","2019-08-02","0"
"26","37","24","2019-08-16","0"
"38","54","35","2019-08-30","0"
"31","44","29","2019-09-13","0"
"31","44","29","2019-09-27","0"
"33","47","31","2019-10-11","0"
"33","47","31","2019-10-25","0"
"28","40","27","2019-11-08","0"
"38","54","35","2019-11-22","0"
"40","57","38","2019-12-06","0"
"33","47","31","2019-12-20","0"
"35","50","33","2020-01-03","0"
"35","50","33","2020-01-17","0"
"33","47","31","2020-01-31","0"
"35","50","33","2020-02-14","0"
"35","50","33","2020-02-28","0"
"35","50","33","2020-03-13","0"
"31","44","29","2020-03-27","0"
"40","57","38","2020-04-10","0"
"33","47","31","2020-04-24","0"
"28","40","27","2020-05-08","0"
"35","50","33","2020-05-22","0"
"38","54","35","2020-06-05","0"
"33","47","31","2020-06-19","0"
"35","50","33","2020-07-03","0"
"28","40","27","2020-07-17","0"
"38","54","35","2020-07-31","0"
"28","40","27","2020-08-14","0"
"38","54","35","2020-08-28","0"
"33","47","31","2020-09-11","0"
"45","64","42","2020-09-25","0"
"28","40","27","2020-10-09","0"
"40","57","38","2020-10-23","0"
"33","47","31","2020-11-06","0"
"47","67","44","2020-11-20","0"
"40","57","38","2020-12-04","0"
"31","44","29","2020-12-18","0"
"38","54","35","2021-01-01","0"
"50","72","47","2021-01-15","0"
"33","48","31","2021-01-29","0"
"33","48","31","2021-02-12","0"
"35","51","33","2021-02-26","0"
"33","48","31","2021-03-12","0"
"33","48","31","2021-03-26","0"
"33","48","31","2021-04-09","0"
"35","51","33","2021-04-23","0"
"35","51","33","2021-05-07","0"
"35","51","33","2021-05-21","0"
