"492","699","1756","date","other"
"4","8","4","2018-12-06","0"
"11","22","10","2018-12-20","0"
"11","22","10","2019-01-03","0"
"11","22","10","2019-01-17","0"
"11","22","10","2019-01-31","0"
"11","22","10","2019-02-14","0"
"11","22","10","2019-02-28","0"
"11","22","10","2019-03-14","0"
"9","17","8","2019-03-28","0"
"11","22","10","2019-04-11","0"
"11","22","10","2019-04-25","0"
"4","8","4","2019-05-09","0"
"6","13","6","2019-05-23","0"
"11","22","10","2019-06-06","0"
"11","22","10","2019-06-20","0"
"11","22","10","2019-07-04","0"
"11","22","10","2019-07-18","0"
"13","25","11","2019-08-01","0"
"11","22","10","2019-08-15","0"
"12","24","11","2019-08-29","0"
"10","20","9","2019-09-12","0"
"13","25","11","2019-09-26","0"
"11","22","10","2019-10-10","0"
"13","25","11","2019-10-24","0"
"11","22","10","2019-11-07","0"
"10","20","9","2019-11-21","0"
"11","22","10","2019-12-05","0"
"16","31","14","2019-12-19","0"
"10","20","9","2020-01-02","0"
"14","28","13","2020-01-16","0"
"13","25","11","2020-01-30","0"
"12","24","11","2020-02-13","0"
"13","25","11","2020-02-27","0"
"12","24","11","2020-03-12","0"
"10","20","9","2020-03-26","0"
"13","27","12","2020-04-09","0"
"9","17","8","2020-04-23","0"
"11","22","10","2020-05-07","0"
"10","20","9","2020-05-21","0"
"13","25","11","2020-06-04","0"
"11","22","10","2020-06-18","0"
"11","22","10","2020-07-02","0"
"10","20","9","2020-07-16","0"
"11","22","10","2020-07-30","0"
"9","17","8","2020-08-13","0"
"9","17","8","2020-08-27","0"
"12","24","11","2020-09-10","0"
"13","25","11","2020-09-24","0"
"13","25","11","2020-10-08","0"
"10","20","9","2020-10-22","0"
"11","22","10","2020-11-05","0"
"16","31","14","2020-11-19","0"
"13","25","11","2020-12-03","0"
"13","25","11","2020-12-17","0"
"13","25","11","2020-12-31","0"
"10","20","9","2021-01-14","0"
"15","30","14","2021-01-28","0"
"6","13","6","2021-02-11","0"
"10","20","9","2021-02-25","0"
"11","22","10","2021-03-11","0"
"11","22","10","2021-03-25","0"
"11","22","10","2021-04-08","0"
"11","22","10","2021-04-22","0"
"11","22","10","2021-05-06","0"
