"9","19","1645","1676","4305","date","other"
"7","6","4","2","1","2017-09-01","0"
"25","22","13","8","5","2017-09-15","0"
"25","22","13","8","5","2017-09-29","0"
"21","19","11","7","4","2017-10-13","0"
"14","13","7","5","3","2017-10-27","0"
"16","14","8","5","3","2017-11-10","0"
"21","19","11","7","4","2017-11-24","0"
"21","19","11","7","4","2017-12-08","0"
"20","17","10","6","4","2017-12-22","0"
"18","16","9","6","4","2018-01-05","0"
"18","16","9","6","4","2018-01-19","0"
"14","13","7","5","3","2018-02-02","0"
"16","14","8","5","1","2018-02-16","0"
"16","14","8","5","","2018-03-02","0"
"18","16","9","5","","2018-03-16","0"
"21","19","11","6","","2018-03-30","0"
"19","18","10","5","","2018-04-13","0"
"24","23","13","6","","2018-04-27","0"
"24","23","13","6","","2018-05-11","0"
"24","23","13","6","","2018-05-25","0"
"24","23","13","6","","2018-06-08","0"
"24","23","13","6","","2018-06-22","0"
"24","23","13","6","","2018-07-06","0"
"24","23","13","6","","2018-07-20","0"
"24","23","13","6","","2018-08-03","0"
"24","23","14","6","","2018-08-17","0"
"24","23","14","6","","2018-08-31","0"
"24","23","14","6","","2018-09-14","0"
"24","23","14","6","","2018-09-28","0"
"24","23","14","6","","2018-10-12","0"
"24","23","14","6","","2018-10-26","0"
"24","23","14","6","","2018-11-09","0"
"24","23","14","6","","2018-11-23","0"
"24","23","14","6","","2018-12-07","0"
"24","23","14","6","","2018-12-21","0"
"24","23","14","6","","2019-01-04","0"
"24","23","14","6","","2019-01-18","0"
"24","23","14","6","","2019-02-01","0"
"24","23","14","6","","2019-02-15","0"
"24","23","14","6","","2019-03-01","0"
"10","10","6","3","","2019-03-15","0"
"9","8","5","2","","2019-03-29","0"
"22","21","13","6","","2019-04-12","0"
"24","23","14","6","","2019-04-26","0"
"9","8","5","2","","2019-05-10","0"
"17","16","10","4","","2019-05-24","0"
"24","23","14","6","","2019-06-07","0"
"24","23","14","6","","2019-06-21","0"
"22","21","13","6","","2019-07-05","0"
"24","23","14","6","","2019-07-19","0"
"26","25","15","6","","2019-08-02","0"
"21","20","12","5","","2019-08-16","0"
"26","25","15","6","","2019-08-30","0"
"22","21","13","6","","2019-09-13","0"
"24","23","14","6","","2019-09-27","0"
"24","23","14","6","","2019-10-11","0"
"24","23","14","6","","2019-10-25","0"
"22","21","13","6","","2019-11-08","0"
"32","31","15","6","","2019-11-22","0"
"32","31","13","6","","2019-12-06","0"
"36","35","15","6","","2019-12-20","0"
"34","33","14","6","","2020-01-03","0"
"34","33","14","6","","2020-01-17","0"
"34","33","14","6","","2020-01-31","0"
"32","31","13","6","","2020-02-14","0"
"36","35","15","6","","2020-02-28","0"
"32","31","13","6","","2020-03-13","0"
"32","31","13","6","","2020-03-27","0"
"32","31","13","6","","2020-04-10","0"
"36","35","15","6","","2020-04-24","0"
"36","35","15","6","","2020-05-08","0"
"32","31","13","6","","2020-05-22","0"
"39","38","16","7","","2020-06-05","0"
"44","42","18","8","","2020-06-19","0"
"34","33","14","6","","2020-07-03","0"
"32","31","13","6","","2020-07-17","0"
"36","35","15","6","","2020-07-31","0"
"32","31","13","6","","2020-08-14","0"
"34","33","14","6","","2020-08-28","0"
"32","31","13","6","","2020-09-11","0"
"41","40","17","7","","2020-09-25","0"
"36","35","15","6","","2020-10-09","0"
"29","28","12","5","","2020-10-23","0"
"34","33","14","6","","2020-11-06","0"
"41","40","17","7","","2020-11-20","0"
"36","35","15","6","","2020-12-04","0"
"32","31","13","6","","2020-12-18","0"
"36","34","15","6","","2021-01-01","0"
"34","13","14","6","","2021-01-15","0"
"39","15","16","7","","2021-01-29","0"
"22","8","9","4","","2021-02-12","0"
"32","12","13","6","","2021-02-26","0"
"34","13","14","6","","2021-03-12","0"
"34","13","14","6","","2021-03-26","0"
"39","15","16","7","","2021-04-09","0"
"36","14","15","6","","2021-04-23","0"
"34","13","14","6","","2021-05-07","0"
"36","14","15","6","","2021-05-21","0"
