"492","597","1664","date","other"
"29","19","10","2017-06-22","0"
"31","21","11","2017-07-06","0"
"22","15","8","2017-07-20","0"
"27","18","9","2017-08-03","0"
"29","20","10","2017-08-17","0"
"13","9","5","2017-08-31","0"
"18","12","6","2017-09-14","0"
"24","17","9","2017-09-28","0"
"22","15","8","2017-10-12","0"
"24","17","9","2017-10-26","0"
"20","14","7","2017-11-09","0"
"22","15","8","2017-11-23","0"
"24","17","9","2017-12-07","0"
"20","14","7","2017-12-21","0"
"22","15","8","2018-01-04","0"
"22","15","8","2018-01-18","0"
"22","15","8","2018-02-01","0"
"20","14","7","2018-02-15","0"
"20","14","7","2018-03-01","0"
"24","17","9","2018-03-15","0"
"22","15","8","2018-03-29","0"
"24","17","9","2018-04-12","0"
"29","20","10","2018-04-26","0"
"31","21","11","2018-05-10","0"
"31","21","11","2018-05-24","0"
"31","21","11","2018-06-07","0"
"31","21","11","2018-06-21","0"
"31","21","11","2018-07-05","0"
"31","21","11","2018-07-19","0"
"31","21","11","2018-08-02","0"
"31","21","11","2018-08-16","0"
"31","21","11","2018-08-30","0"
"31","21","11","2018-09-13","0"
"31","21","11","2018-09-27","0"
"31","21","11","2018-10-11","0"
"31","21","11","2018-10-25","0"
"31","21","11","2018-11-08","0"
"31","21","11","2018-11-22","0"
"31","21","11","2018-12-06","0"
"31","21","11","2018-12-20","0"
"31","21","11","2019-01-03","0"
"31","21","11","2019-01-17","0"
"31","21","11","2019-01-31","0"
"31","21","11","2019-02-14","0"
"31","21","11","2019-02-28","0"
"18","12","6","2019-03-14","0"
"7","5","2","2019-03-28","0"
"29","20","10","2019-04-11","0"
"31","21","11","2019-04-25","0"
"11","8","4","2019-05-09","0"
"20","14","7","2019-05-23","0"
"31","21","11","2019-06-06","0"
"31","21","11","2019-06-20","0"
"31","21","11","2019-07-04","0"
"31","21","11","2019-07-18","0"
"31","21","11","2019-08-01","0"
"31","21","11","2019-08-15","0"
"33","23","12","2019-08-29","0"
"29","20","10","2019-09-12","0"
"29","20","10","2019-09-26","0"
"31","21","11","2019-10-10","0"
"31","21","11","2019-10-24","0"
"27","18","9","2019-11-07","0"
"31","21","11","2019-11-21","0"
"33","23","12","2019-12-05","0"
"40","27","14","2019-12-19","0"
"29","20","10","2020-01-02","0"
"31","21","11","2020-01-16","0"
"33","23","12","2020-01-30","0"
"33","23","12","2020-02-13","0"
"78","53","28","2020-02-27","0"
"29","20","10","2020-03-12","0"
"31","21","11","2020-03-26","0"
"38","26","13","2020-04-09","0"
"29","20","10","2020-04-23","0"
"33","23","12","2020-05-07","0"
"29","20","11","2020-05-21","0"
"33","23","13","2020-06-04","0"
"49","33","19","2020-06-18","0"
"31","21","12","2020-07-02","0"
"27","18","10","2020-07-16","0"
"31","21","12","2020-07-30","0"
"24","17","9","2020-08-13","0"
"33","23","13","2020-08-27","0"
"29","20","11","2020-09-10","0"
"31","21","12","2020-09-24","0"
"33","23","13","2020-10-08","0"
"38","26","15","2020-10-22","0"
"33","23","13","2020-11-05","0"
"35","24","14","2020-11-19","0"
"40","27","15","2020-12-03","0"
"40","27","15","2020-12-17","0"
"31","21","12","2020-12-31","0"
"40","27","15","2021-01-14","0"
"38","26","15","2021-01-28","0"
"20","14","8","2021-02-11","0"
"33","23","13","2021-02-25","0"
"31","21","12","2021-03-11","0"
"33","23","13","2021-03-25","0"
"33","23","13","2021-04-08","0"
"31","21","12","2021-04-22","0"
"33","23","13","2021-05-06","0"
"33","23","13","2021-05-20","0"
