"9","19","492","4667","date","other"
"11","11","11","11","2017-01-06","0"
"22","22","22","21","2017-01-20","0"
"22","22","22","21","2017-02-03","0"
"20","20","20","20","2017-02-17","0"
"22","22","22","21","2017-03-03","0"
"20","20","20","20","2017-03-17","0"
"22","22","22","21","2017-03-31","0"
"22","22","22","21","2017-04-14","0"
"22","22","22","21","2017-04-28","0"
"22","22","22","21","2017-05-12","0"
"22","22","22","21","2017-05-26","0"
"20","20","20","20","2017-06-09","0"
"22","22","22","21","2017-06-23","0"
"22","22","22","21","2017-07-07","0"
"22","22","22","21","2017-07-21","0"
"19","19","19","18","2017-08-04","0"
"19","19","19","18","2017-08-18","0"
"11","11","11","11","2017-09-01","0"
"19","19","19","18","2017-09-15","0"
"13","13","13","12","2017-09-29","0"
"17","17","17","17","2017-10-13","0"
"17","17","17","17","2017-10-27","0"
"17","17","17","17","2017-11-10","0"
"16","16","16","15","2017-11-24","0"
"13","13","13","12","2017-12-08","0"
"14","14","14","14","2017-12-22","0"
"16","16","16","15","2018-01-05","0"
"14","14","14","14","2018-01-19","0"
"13","13","13","12","2018-02-02","0"
"17","17","17","17","2018-02-16","0"
"16","16","16","15","2018-03-02","0"
"14","14","14","14","2018-03-16","0"
"14","14","14","14","2018-03-30","0"
"17","17","17","17","2018-04-13","0"
"22","22","22","21","2018-04-27","0"
"22","22","22","21","2018-05-11","0"
"22","22","22","21","2018-05-25","0"
"20","20","20","20","2018-06-08","0"
"22","22","22","21","2018-06-22","0"
"22","22","22","21","2018-07-06","0"
"22","22","22","21","2018-07-20","0"
"22","22","22","21","2018-08-03","0"
"22","22","22","21","2018-08-17","0"
"22","22","22","21","2018-08-31","0"
"24","24","24","23","2018-09-14","0"
"22","22","22","21","2018-09-28","0"
"22","22","22","21","2018-10-12","0"
"22","22","22","21","2018-10-26","0"
"22","22","22","21","2018-11-09","0"
"23","23","22","21","2018-11-23","0"
"23","23","22","21","2018-12-07","0"
"23","23","22","21","2018-12-21","0"
"23","23","22","21","2019-01-04","0"
"23","23","22","21","2019-01-18","0"
"23","23","22","21","2019-02-01","0"
"23","23","22","21","2019-02-15","0"
"23","23","22","21","2019-03-01","0"
"12","12","11","11","2019-03-15","0"
"8","8","8","8","2019-03-29","0"
"21","21","20","20","2019-04-12","0"
"23","23","22","21","2019-04-26","0"
"7","7","6","6","2019-05-10","0"
"47","18","17","16","2019-05-24","0"
"80","30","29","28","2019-06-07","0"
"66","25","24","23","2019-06-21","0"
"66","25","24","23","2019-07-05","0"
"71","27","26","25","2019-07-19","0"
"62","24","23","22","2019-08-02","0"
"72","28","27","26","2019-08-16","0"
"72","28","27","26","2019-08-30","0"
"57","22","21","21","2019-09-13","0"
"67","26","25","24","2019-09-27","0"
"77","30","29","27","2019-10-11","0"
"67","26","25","24","2019-10-25","0"
"57","22","21","21","2019-11-08","0"
"62","23","23","22","2019-11-22","0"
"72","27","27","26","2019-12-06","0"
"67","25","25","24","2019-12-20","0"
"67","25","25","24","2020-01-03","0"
"62","23","23","22","2020-01-17","0"
"67","25","25","24","2020-01-31","0"
"77","29","29","27","2020-02-14","0"
"77","29","29","27","2020-02-28","0"
"67","25","25","24","2020-03-13","0"
"62","23","23","22","2020-03-27","0"
"77","29","29","27","2020-04-10","0"
"62","23","23","22","2020-04-24","0"
"77","29","29","27","2020-05-08","0"
"72","27","27","26","2020-05-22","0"
"67","25","25","24","2020-06-05","0"
"62","23","23","22","2020-06-19","0"
"67","25","25","24","2020-07-03","0"
"62","23","23","22","2020-07-17","0"
"67","25","25","24","2020-07-31","0"
"62","23","23","22","2020-08-14","0"
"67","25","25","24","2020-08-28","0"
"72","27","27","26","2020-09-11","0"
"72","27","27","26","2020-09-25","0"
"81","30","30","29","2020-10-09","0"
"77","29","29","27","2020-10-23","0"
"77","29","29","27","2020-11-06","0"
"86","32","32","31","2020-11-20","0"
"72","27","27","26","2020-12-04","0"
"77","29","29","27","2020-12-18","0"
"91","34","34","33","2021-01-01","0"
"72","27","27","26","2021-01-15","0"
"72","27","27","26","2021-01-29","0"
"53","20","20","19","2021-02-12","0"
"62","23","23","22","2021-02-26","0"
"67","25","25","24","2021-03-12","0"
"72","27","27","26","2021-03-26","0"
"67","25","25","24","2021-04-09","0"
"67","25","25","24","2021-04-23","0"
"72","27","27","26","2021-05-07","0"
"67","25","25","24","2021-05-21","0"
