"492","597","date","other"
"10","10","2018-03-16","0"
"12","12","2018-03-30","0"
"20","21","2018-04-13","0"
"28","29","2018-04-27","0"
"29","29","2018-05-11","0"
"29","29","2018-05-25","0"
"27","27","2018-06-08","0"
"29","29","2018-06-22","0"
"29","29","2018-07-06","0"
"29","29","2018-07-20","0"
"29","29","2018-08-03","0"
"29","29","2018-08-17","0"
"29","29","2018-08-31","0"
"29","29","2018-09-14","0"
"29","29","2018-09-28","0"
"29","29","2018-10-12","0"
"29","29","2018-10-26","0"
"29","29","2018-11-09","0"
"29","29","2018-11-23","0"
"29","29","2018-12-07","0"
"29","29","2018-12-21","0"
"29","29","2019-01-04","0"
"29","29","2019-01-18","0"
"29","29","2019-02-01","0"
"29","29","2019-02-15","0"
"29","29","2019-03-01","0"
"17","17","2019-03-15","0"
"8","8","2019-03-29","0"
"27","27","2019-04-12","0"
"29","29","2019-04-26","0"
"8","8","2019-05-10","0"
"29","56","2019-05-24","0"
"36","70","2019-06-07","0"
"34","65","2019-06-21","0"
"34","65","2019-07-05","0"
"39","74","2019-07-19","0"
"34","65","2019-08-02","0"
"32","60","2019-08-16","0"
"34","65","2019-08-30","0"
"36","70","2019-09-13","0"
"36","70","2019-09-27","0"
"34","65","2019-10-11","0"
"36","70","2019-10-25","0"
"32","60","2019-11-08","0"
"41","79","2019-11-22","0"
"39","74","2019-12-06","0"
"39","74","2019-12-20","0"
"41","79","2020-01-03","0"
"34","65","2020-01-17","0"
"36","70","2020-01-31","0"
"34","65","2020-02-14","0"
"41","79","2020-02-28","0"
"29","56","2020-03-13","0"
"34","65","2020-03-27","0"
"34","65","2020-04-10","0"
"34","65","2020-04-24","0"
"36","70","2020-05-08","0"
"32","60","2020-05-22","0"
"39","74","2020-06-05","0"
"34","65","2020-06-19","0"
"36","70","2020-07-03","0"
"34","65","2020-07-17","0"
"46","88","2020-07-31","0"
"34","65","2020-08-14","0"
"36","70","2020-08-28","0"
"44","84","2020-09-11","0"
"36","70","2020-09-25","0"
"34","65","2020-10-09","0"
"39","74","2020-10-23","0"
"51","98","2020-11-06","0"
"49","93","2020-11-20","0"
"36","70","2020-12-04","0"
"44","84","2020-12-18","0"
"39","74","2021-01-01","0"
"46","88","2021-01-15","0"
"46","88","2021-01-29","0"
"29","56","2021-02-12","0"
"41","79","2021-02-26","0"
"34","65","2021-03-12","0"
"39","74","2021-03-26","0"
"34","65","2021-04-09","0"
"34","65","2021-04-23","0"
"34","65","2021-05-07","0"
"34","65","2021-05-21","0"
