"9","19","1676","1756","4182","date","other"
"5","3","3","3","3","2018-02-01","0"
"20","11","13","11","11","2018-02-15","0"
"20","11","13","11","11","2018-03-01","0"
"16","9","10","9","9","2018-03-15","0"
"11","6","7","6","6","2018-03-29","0"
"16","9","10","9","9","2018-04-12","0"
"22","12","14","12","12","2018-04-26","0"
"22","12","14","12","12","2018-05-10","0"
"22","12","14","12","12","2018-05-24","0"
"22","12","14","12","12","2018-06-07","0"
"22","12","14","12","12","2018-06-21","0"
"22","12","14","12","12","2018-07-05","0"
"22","12","14","12","12","2018-07-19","0"
"22","12","14","12","12","2018-08-02","0"
"22","12","15","12","12","2018-08-16","0"
"22","12","15","12","12","2018-08-30","0"
"22","12","15","12","12","2018-09-13","0"
"22","12","15","12","12","2018-09-27","0"
"22","12","15","12","12","2018-10-11","0"
"22","12","15","12","12","2018-10-25","0"
"22","12","15","12","12","2018-11-08","0"
"22","12","15","12","12","2018-11-22","0"
"22","12","15","12","12","2018-12-06","0"
"22","12","15","12","12","2018-12-20","0"
"22","12","15","12","12","2019-01-03","0"
"22","12","15","12","12","2019-01-17","0"
"22","12","15","12","12","2019-01-31","0"
"22","12","15","12","12","2019-02-14","0"
"22","12","15","12","12","2019-02-28","0"
"14","8","10","8","8","2019-03-14","0"
"11","6","8","6","6","2019-03-28","0"
"22","12","15","12","12","2019-04-11","0"
"24","13","16","13","13","2019-04-25","0"
"8","4","5","4","4","2019-05-09","0"
"31","9","11","9","9","2019-05-23","0"
"44","12","15","12","12","2019-06-06","0"
"53","15","18","15","15","2019-06-20","0"
"47","13","16","13","13","2019-07-04","0"
"47","13","16","13","13","2019-07-18","0"
"66","18","23","18","18","2019-08-01","0"
"53","15","18","15","15","2019-08-15","0"
"50","14","17","14","14","2019-08-29","0"
"41","11","14","11","11","2019-09-12","0"
"44","12","15","12","12","2019-09-26","0"
"47","13","16","13","13","2019-10-10","0"
"47","13","16","13","13","2019-10-24","0"
"41","11","14","11","11","2019-11-07","0"
"57","15","19","15","15","2019-11-21","0"
"41","11","14","11","11","2019-12-05","0"
"75","21","26","21","21","2019-12-19","0"
"44","12","15","12","12","2020-01-02","0"
"50","14","17","14","14","2020-01-16","0"
"44","12","15","12","12","2020-01-30","0"
"44","12","15","12","12","2020-02-13","0"
"47","13","16","13","13","2020-02-27","0"
"41","11","14","11","11","2020-03-12","0"
"41","11","14","11","11","2020-03-26","0"
"47","13","16","13","13","2020-04-09","0"
"44","12","15","12","12","2020-04-23","0"
"53","15","18","15","15","2020-05-07","0"
"44","12","15","12","12","2020-05-21","0"
"47","13","16","13","13","2020-06-04","0"
"41","11","14","11","11","2020-06-18","0"
"44","12","15","12","12","2020-07-02","0"
"38","10","13","10","10","2020-07-16","0"
"57","15","19","15","15","2020-07-30","0"
"44","12","15","12","12","2020-08-13","0"
"47","13","16","13","13","2020-08-27","0"
"41","11","14","11","11","2020-09-10","0"
"50","14","17","14","14","2020-09-24","0"
"41","11","14","11","11","2020-10-08","0"
"44","12","15","12","12","2020-10-22","0"
"44","12","15","12","12","2020-11-05","0"
"53","15","18","15","15","2020-11-19","0"
"57","15","19","15","15","2020-12-03","0"
"50","14","17","14","14","2020-12-17","0"
"75","21","26","21","21","2020-12-31","0"
"44","12","15","12","12","2021-01-14","0"
"63","17","21","17","17","2021-01-28","0"
"35","9","12","9","9","2021-02-11","0"
"50","14","17","14","14","2021-02-25","0"
"44","12","15","12","12","2021-03-11","0"
"44","12","15","12","12","2021-03-25","0"
"47","13","16","13","13","2021-04-08","0"
"44","12","15","12","12","2021-04-22","0"
"47","13","16","13","13","2021-05-06","0"
"44","12","15","12","12","2021-05-20","0"
