"84","87","492","1036","21978","999999","date","other"
"7","7","15","8","11","1","2017-08-03","0"
"9","9","20","10","15","1","2017-08-17","0"
"4","4","9","5","7","1","2017-08-31","0"
"6","6","14","7","10","1","2017-09-14","0"
"6","6","12","6","9","1","2017-09-28","0"
"5","5","11","6","8","1","2017-10-12","0"
"6","6","12","6","9","1","2017-10-26","0"
"6","6","14","7","10","1","2017-11-09","0"
"5","5","11","6","8","1","2017-11-23","0"
"5","5","11","6","8","0","2017-12-07","0"
"6","6","12","6","9","","2017-12-21","0"
"6","6","14","7","10","","2018-01-04","0"
"6","6","12","6","9","","2018-01-18","0"
"6","6","12","6","9","","2018-02-01","0"
"6","6","12","6","9","","2018-02-15","0"
"6","6","14","7","10","","2018-03-01","0"
"6","6","12","6","9","","2018-03-15","0"
"5","5","11","6","8","","2018-03-29","0"
"6","6","14","7","10","","2018-04-12","0"
"9","9","20","10","15","","2018-04-26","0"
"10","10","21","11","16","","2018-05-10","0"
"10","10","21","11","16","","2018-05-24","0"
"10","10","21","11","16","","2018-06-07","0"
"10","10","21","11","16","","2018-06-21","0"
"10","10","21","11","16","","2018-07-05","0"
"10","10","21","11","16","","2018-07-19","0"
"10","10","21","11","16","","2018-08-02","0"
"10","10","21","11","16","","2018-08-16","0"
"10","10","21","11","16","","2018-08-30","0"
"10","10","21","11","16","","2018-09-13","0"
"10","10","21","11","16","","2018-09-27","0"
"10","10","21","11","16","","2018-10-11","0"
"11","11","21","11","17","","2018-10-25","0"
"11","11","21","11","17","","2018-11-08","0"
"11","11","21","11","17","","2018-11-22","0"
"11","11","21","11","17","","2018-12-06","0"
"11","11","21","11","17","","2018-12-20","0"
"11","11","21","11","17","","2019-01-03","0"
"11","11","21","11","17","","2019-01-17","0"
"11","11","21","11","17","","2019-01-31","0"
"11","11","21","11","17","","2019-02-14","0"
"12","12","23","12","18","","2019-02-28","0"
"7","7","14","7","11","","2019-03-14","0"
"3","3","6","3","5","","2019-03-28","0"
"11","11","21","11","17","","2019-04-11","0"
"11","11","21","11","18","","2019-04-25","0"
"4","4","8","4","7","","2019-05-09","0"
"7","7","14","7","12","","2019-05-23","0"
"11","11","21","11","19","","2019-06-06","0"
"11","11","21","11","19","","2019-06-20","0"
"12","12","23","12","20","","2019-07-04","0"
"11","11","21","11","19","","2019-07-18","0"
"13","13","24","13","22","","2019-08-01","0"
"9","9","18","9","16","","2019-08-15","0"
"10","10","20","10","18","","2019-08-29","0"
"10","10","20","10","18","","2019-09-12","0"
"11","11","21","11","19","","2019-09-26","0"
"11","11","21","11","19","","2019-10-10","0"
"13","13","24","13","22","","2019-10-24","0"
"9","9","18","9","16","","2019-11-07","0"
"9","9","18","9","16","","2019-11-21","0"
"13","13","24","13","22","","2019-12-05","0"
"13","13","24","13","23","","2019-12-19","0"
"9","9","17","9","16","","2020-01-02","0"
"11","11","21","11","20","","2020-01-16","0"
"12","12","23","12","21","","2020-01-30","0"
"11","11","21","11","20","","2020-02-13","0"
"9","9","18","9","17","","2020-02-27","0"
"13","13","24","13","23","","2020-03-12","0"
"11","11","21","11","20","","2020-03-26","0"
"10","10","20","10","19","","2020-04-09","0"
"10","10","20","10","19","","2020-04-23","0"
"11","11","21","11","20","","2020-05-07","0"
"10","10","20","10","19","","2020-05-21","0"
"11","11","21","11","20","","2020-06-04","0"
"12","12","23","12","21","","2020-06-18","0"
"11","11","21","11","20","","2020-07-02","0"
"13","13","24","13","23","","2020-07-16","0"
"11","11","21","11","20","","2020-07-30","0"
"9","9","17","9","16","","2020-08-13","0"
"11","11","21","11","20","","2020-08-27","0"
"10","10","20","10","19","","2020-09-10","0"
"13","13","26","13","24","","2020-09-24","0"
"10","10","20","10","19","","2020-10-08","0"
"12","12","23","12","21","","2020-10-22","0"
"13","13","24","13","23","","2020-11-05","0"
"11","11","21","11","20","","2020-11-19","0"
"13","13","24","13","23","","2020-12-03","0"
"11","11","21","11","20","","2020-12-17","0"
"14","14","27","14","26","","2020-12-31","0"
"13","13","26","13","24","","2021-01-14","0"
"13","13","24","13","23","","2021-01-28","0"
"9","9","18","9","17","","2021-02-11","0"
"12","12","23","12","21","","2021-02-25","0"
"12","12","23","12","21","","2021-03-11","0"
"11","11","21","11","20","","2021-03-25","0"
"11","11","21","11","20","","2021-04-08","0"
"13","13","24","13","23","","2021-04-22","0"
"13","13","24","13","23","","2021-05-06","0"
"11","11","21","11","20","","2021-05-20","0"
