app_num,app_name,app_id,release_date,price,price_decimal,user_score_meta_score,owners,playtime_median,developer,developer2,publisher,publisher2,tag_date,tag_492,tag_19,tag_1003823,tag_597,tag_21,tag_4182,tag_599,tag_9,tag_122,tag_3871,tag_4166,tag_1664,tag_113,tag_493,tag_3859,tag_1742,tag_1684,tag_3964,tag_4667,tag_4085,tag_3839,tag_4191,tag_4305,tag_6650,tag_4726,tag_1773,tag_4136,tag_12095,tag_21978,tag_1756,tag_3834,tag_3942,tag_1774,tag_4345,tag_1667,tag_1625,tag_4004,tag_5350,tag_4026,tag_701,tag_1654,tag_1695,tag_7208,tag_1662,tag_1685,tag_3799,tag_699,tag_4106,tag_1719,tag_1663,tag_1697,tag_128,tag_1677,tag_3810,tag_4175,tag_3843,tag_3968,tag_4252,tag_4791,tag_1698,tag_1775,tag_6426,tag_1755,tag_5716,tag_4094,tag_4195,tag_1721,tag_12472,tag_65443,tag_4342,tag_1643,tag_5379,tag_3798,tag_1708,tag_7368,tag_6971,tag_4711,tag_7481,tag_4747,tag_3993,tag_3916,tag_5537,tag_84,tag_4255,tag_6815,tag_4231,tag_1741,tag_1036,tag_1716,tag_10695,tag_8013,tag_3841,tag_4057,tag_3978,tag_5125,tag_7250,tag_5611,tag_1702,tag_87,tag_3959,tag_4295,tag_1693,tag_1659,tag_4434,tag_4325,tag_1738,tag_6730,tag_4172,tag_1734,tag_4234,tag_3987,tag_4562,tag_1678,tag_5395,tag_6129,tag_4700,tag_1646,tag_8945,tag_4947,tag_4885,tag_14139,tag_4486,tag_1038,tag_11014,tag_10397,tag_5577,tag_5900,tag_1687,tag_5984,tag_1676,tag_1720,tag_3835,tag_13782,tag_4604,tag_9551,tag_7332,tag_1710,tag_5851,tag_4637,tag_1621,tag_1743,tag_5154,tag_1666,tag_4168,tag_31275,tag_4115,tag_3814,tag_1644,tag_6691,tag_5094,tag_7948,tag_4840,tag_4400,tag_5752,tag_1770,tag_15045,tag_1645,tag_4975,tag_9130,tag_4695,tag_5411,tag_42804,tag_3878,tag_44868,tag_5923,tag_7743,tag_5613,tag_1673,tag_5608,tag_4328,tag_1759,tag_9204,tag_30358,tag_8369,tag_17389,tag_5711,tag_1628,tag_5547,tag_16689,tag_4158,tag_379975,tag_24904,tag_4145,tag_3877,tag_1669,tag_3813,tag_3955,tag_17305,tag_4064,tag_872,tag_5186,tag_10235,tag_4684,tag_15172,tag_1100687,tag_1714,tag_12057,tag_4758,tag_8122,tag_21725,tag_5363,tag_4150,tag_9541,tag_1027,tag_5673,tag_6378,tag_8666,tag_5030,tag_1752,tag_4598,tag_6869,tag_1751,tag_13906,tag_4364,tag_4736,tag_4236,tag_1665,tag_4036,tag_3854,tag_10808,tag_16598,tag_6276,tag_1754,tag_5794,tag_19995,tag_29482,tag_1100689,tag_7926,tag_4190,tag_784,tag_11123,tag_4474,tag_10816,tag_7569,tag_16094,tag_4242,tag_7432,tag_1445,tag_15277,tag_4161,tag_6052,tag_791774,tag_1732,tag_4608,tag_32322,tag_17894,tag_5228,tag_176981,tag_5652,tag_4046,tag_5055,tag_1777,tag_4821,tag_4835,tag_7782,tag_220585,tag_615955,tag_4853,tag_13276,tag_4878,tag_1670,tag_1681,tag_5796,tag_11104,tag_4508,tag_6625,tag_1717,tag_1616,tag_24003,tag_6506,tag_29363,tag_1651,tag_4155,tag_87918,tag_1688,tag_5502,tag_809,tag_31579,tag_5765,tag_13190,tag_3952,tag_4845,tag_4202,tag_9564,tag_13070,tag_7107,tag_5708,tag_198631,tag_22602,tag_1647,tag_5981,tag_6910,tag_10679,tag_18594,tag_4102,tag_1718,tag_5300,tag_255534,tag_5160,tag_620519,tag_4754,tag_14153,tag_5432,tag_5372,tag_9157,tag_6915,tag_4777,tag_25085,tag_1730,tag_21006,tag_1649,tag_7478,tag_5153,tag_15564,tag_1638,tag_9271,tag_1671,tag_5179,tag_4018,tag_9592,tag_26921,tag_9994,tag_15339,tag_8093,tag_353880,tag_916648,tag_180368,tag_4376,tag_4559,tag_4994,tag_5390,tag_8253,tag_1679,tag_1680,tag_7702,tag_7226,tag_17770,tag_7178,tag_56690,tag_13382,tag_1674,tag_7108,tag_6310,tag_10383,tag_3934,tag_4184,tag_3965,tag_5348,tag_13577,tag_1084988,tag_10437,tag_11333,tag_8075,tag_7622,tag_9803,tag_6702,tag_6041,tag_7113,tag_776177,tag_5230,tag_7423,tag_3920,tag_150626,tag_6621,tag_5382,tag_15954,tag_51306,tag_3796,tag_16250,tag_12190,tag_454187,tag_12286,tag_5310,tag_1091588,tag_1736,tag_6948,tag_4137,tag_17015,tag_1733,tag_198913,tag_7038,tag_1100688,tag_29855,tag_61357,tag_14720,tag_4520,tag_1100686,tag_123332,tag_856791,tag_71389,tag_1746,tag_92092,tag_19780,tag_1723,tag_745697,tag_22955,tag_922563,tag_4291,tag_14906,tag_17927,tag_5727,tag_17337,tag_47827,tag_5914,tag_324176,tag_189941,tag_15868,tag_233824,tag_1753,tag_5407,tag_96359,tag_27758,tag_143739,tag_337964,tag_19568,tag_7328,tag_7309,tag_129761,tag_603297,tag_28444,tag_8461,tag_252854,tag_117648,tag_5941,tag_348922,tag_999999,tag_5144,tag_1694,tag_134316,tag_other
11,Iconoclasts,393520,2018-01-23,1999,$19.99 ,N/A (N/A/87%),210000,00:00 (00:00),Joakim Sandberg,Joakim Sandberg,"Bifrost Entertainment, DANGEN Entertainment, Gamera Game, INTRAGAMES CO., LTD.","Bifrost Entertainment, DANGEN Entertainment, Gamera Game, INTRAGAMES CO., LTD.",2018-08-02,65.0,59.0,,,54.0,12.0,,,,39.0,,,,,,25.0,,59.0,,,,,22.0,,,,,,,22.0,,,,,,44.0,,,,,,,50.0,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
1310,Kai Yuen's Overlapped Universe,796980,2018-10-31,999,$9.99 ,N/A (N/A),2000,00:00 (00:00),KUO-KAI YUEN,KUO-KAI YUEN,KUO-KAI YUEN,KUO-KAI YUEN,2019-05-09,8.0,8.0,,8.0,8.0,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1486,DRONES AND RUINS,782650,2018-05-22,1499,$14.99 ,N/A (N/A),4000,00:00 (00:00),Threaded Pixel Studios,Threaded Pixel Studios,Threaded Pixel Studios,Threaded Pixel Studios,2018-11-22,30.0,22.0,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
159,Grimmwood - They Come at Night,809280,2018-08-02,0,,N/A (N/A/73%),39000,00:00 (00:00),Big Moustache Games,Big Moustache Games,"Headup, Whisper Games","Headup, Whisper Games",2019-02-13,9.0,,,,,,23.0,24.0,11.0,,12.0,,,,14.0,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
293,Jagged Alliance: Rage!,463170,2018-12-06,1999,$19.99 ,N/A (N/A/59%),91000,00:00 (00:00),Cliffhanger Productions,Cliffhanger Productions,HandyGames,HandyGames,2019-06-19,,,,,23.0,,24.0,25.0,27.0,,,,,,,,,,23.0,,,999999.0,,,,,,,,,,,,22.0,,,,,,,,,,,,,,999999.0,,,,,17.0,,,,,,999999.0,,,,,,,,,,,,,,,999999.0,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999999.0,,,,,,,,,,,,,,,,,,,,,,,,999999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
237,Battlezone: Combat Commander,624970,2018-03-01,1999,$19.99 ,N/A (N/A/68%),76000,00:00 (00:00),Big Boat Interactive,Big Boat Interactive,Rebellion,Rebellion,2018-09-12,,35.0,,,,6.0,,37.0,,,,,,,9.0,,,,25.0,,999999.0,,,,,,,,,,,5.0,999999.0,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999999.0,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
189,I Hate Running Backwards,575820,2018-05-22,1499,$14.99 ,N/A (N/A/71%),10000,00:00 (00:00),"Binx Interactive, Croteam Incubator, Croteam","Binx Interactive, Croteam Incubator, Croteam",Devolver Digital,Devolver Digital,2018-11-21,45.0,47.0,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,,,,,,999999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,,,,23.0,,,31.0,,,13.0,,,,,28.0,,,,,,,,,,,,,,,,,,,,999999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1434,Zombie Rampage,864590,2018-05-30,599,$5.99 ,N/A (N/A),1000,00:00 (00:00),MellowStudios,MellowStudios,MellowStudios,MellowStudios,2018-12-06,21.0,21.0,,21.0,,,20.0,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
149,Overload,448850,2018-05-31,2999,$29.99 ,N/A (N/A/74%),91000,00:00 (00:00),"Revival Productions, LLC","Revival Productions, LLC","Revival Productions, LLC","Revival Productions, LLC",2018-12-06,,35.0,,,,9.0,,,,,,,,999999.0,8.0,,,,,,23.0,,,,,,,,22.0,19.0,,22.0,8.0,,,,15.0,,15.0,,,,,,,,,,,24.0,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
16,Football Manager 2019,872790,2018-11-02,0,,N/A (N/A/86%),1311000,00:00 (00:00),Sports Interactive,Sports Interactive,SEGA,SEGA,2019-05-09,,,,999999.0,,13.0,54.0,24.0,,,,,999999.0,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,,,,,,999999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999999.0,,,,,,,,,,,,,,,,,,,,,,,,,,999999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,6.0,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
791,ESCAPE FROM VOYNA: Dead Forest,588140,2018-12-20,599,$5.99 ,N/A (N/A),384000,00:00 (00:00),Dead Turtle,Dead Turtle,Dead Turtle,Dead Turtle,2019-07-03,21.0,21.0,,,,,,,,,,,,,,999999.0,,,,,999999.0,,,,,999999.0,,,,,,,999999.0,,,,,,,,,999999.0,,,,,,,,999999.0,,,,,,,,,,,,,,,,,999999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999999.0,,,,,,,,,,,,,,,,,999999.0,,,,,,,,,,,,,999999.0,,,,,,,,999999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
76,Transpose,835950,2018-11-06,1999,$19.99 ,N/A (N/A/79%),24000,00:00 (00:00),Secret Location Inc.,Secret Location Inc.,Secret Location Inc.,Secret Location Inc.,2019-05-09,,8.0,,8.0,,,,999999.0,,,,4.0,,,,,,,,,999999.0,,,,,,,,5.0,,999999.0,,,,,,,,,,999999.0,,,,,,,,,,,,,,,,999999.0,999999.0,,,,,,,,,,,,,,,,,,,,,,,,999999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,999999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
175,The Mage's Tale,766320,2018-03-23,2999,$29.99 ,N/A (N/A/72%),5000,00:00 (00:00),inXile Entertainment,inXile Entertainment,inXile Entertainment,inXile Entertainment,2018-09-26,,21.0,,,11.0,11.0,,,30.0,,,,,,,,12.0,,,,11.0,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
806,HYKEE - Episode 1: Underwater,823670,2018-04-13,99,$0.99 ,N/A (N/A),4000,00:00 (00:00),Nacho,Nacho,Nacho,Nacho,2018-10-24,31.0,,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
8,Monster Hunter: World,582010,2018-08-09,2999,$29.99 ,N/A (N/A/88%),8762000,12:49 (06:37),"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.","CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",2019-02-14,,435.0,,,266.0,247.0,,,285.0,,,,,,355.0,,259.0,,,,,,,,,,,,,175.0,174.0,,,,,,,,210.0,,,359.0,,,355.0,,,,,,291.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.0,,,,,,,225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575
307,Pizza Connection 3,588160,2018-03-22,399,$3.99 ,N/A (N/A/55%),60000,00:00 (00:00),Gentlymad Studios,Gentlymad Studios,Assemble Entertainment,Assemble Entertainment,2018-09-26,999999.0,999999.0,,999999.0,,999999.0,31.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999999.0,,999999.0,,,,,,,,,,,,,,,999999.0,,,,,,,,,,,,999999.0,,15.0,,,999999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999999.0,,,,,,,,,,,,,,,,999999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
215,Super Inefficient Golf,772480,2018-03-15,499,$4.99 ,N/A (N/A/69%),18000,00:00 (00:00),34BigThings srl,34BigThings srl,34BigThings srl,34BigThings srl,2018-09-26,140.0,,,140.0,,123.0,122.0,,,,,,,,,,,,,,,,120.0,,,120.0,120.0,,,120.0,,,,,,,,120.0,120.0,141.0,,,,,,,,,,,,,,121.0,,,122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.0,,,,,,,,,,,,,,,123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155
1527,Catsapults,846220,2018-06-12,199,$1.99 ,N/A (N/A),1000,00:00 (00:00),Midnight Warden,Midnight Warden,Superfantastic Productions,Superfantastic Productions,2018-12-20,32.0,,,34.0,22.0,13.0,,,999999.0,12.0,12.0,13.0,,,,,,12.0,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
260,NARUTO TO BORUTO: SHINOBI STRIKER,633230,2018-08-30,749,$7.49 ,N/A (N/A/66%),866000,00:31 (00:32),Soleil Ltd.,Soleil Ltd.,BANDAI NAMCO Entertainment,BANDAI NAMCO Entertainment,2019-03-13,,67.0,,,6.0,,,999999.0,12.0,,,,,,51.0,,,,,62.0,,,,,,,,,,,,,,,,,,,,,,25.0,,,32.0,,,,,,9.0,20.0,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
