app_num,app_name,app_id,release_date,price,price_decimal,user_score_meta_score,owners,playtime_median,developer,developer2,publisher,publisher2
2406,Witches' Legacy: Hunter and the Hunted Collector's Edition,815570,3/28/2018,999,$9.99 ,N/A (N/A),1000,00:00 (00:00),EleFun Games,EleFun Games,Big Fish Games,Big Fish Games
2407,Poly World,807960,3/24/2018,399,$3.99 ,N/A (N/A),6000,00:00 (00:00),Music Breath,Music Breath,Music Breath,Music Breath
2408,ZYTERNION,820690,4/6/2018,199,$1.99 ,N/A (N/A),1000,00:00 (00:00),Pigeonaut,Pigeonaut,Pigeonaut,Pigeonaut
2409,Dragonward,825080,4/7/2018,0,N/A,N/A (N/A),2000,00:00 (00:00),PunyMagus,PunyMagus,PunyMagus,PunyMagus
2412,A Divided Light,506560,4/3/2018,0,N/A,N/A (N/A),1000,00:00 (00:00),Pinky Up Games,Pinky Up Games,Pinky Up Games,Pinky Up Games
2413,Dynamite Bunny: Catch The Carrot,836280,4/27/2018,599,$5.99 ,N/A (N/A),1000,00:00 (00:00),Majao Games,Majao Games,Majao Games,Majao Games
2414,Try to seize me,822750,4/17/2018,199,$1.99 ,N/A (N/A),3000,00:00 (00:00),Ardoetia Productions,Ardoetia Productions,Ardoetia Productions,Ardoetia Productions
2415,Turn-Based Champion,847230,6/2/2018,399,$3.99 ,N/A (N/A),5000,00:00 (00:00),Searchlight Games,Searchlight Games,Searchlight Games,Searchlight Games
2416,BitBreaker,824250,5/15/2018,99,$0.99 ,N/A (N/A),2000,00:00 (00:00),God As A Cucumber,God As A Cucumber,God As A Cucumber,God As A Cucumber
2418,Tharn,837270,5/17/2018,99,$0.99 ,N/A (N/A),2000,00:00 (00:00),Matthew Wester,Matthew Wester,Mwester Studios,Mwester Studios
2419,Street Level: Windows Edition,861670,6/6/2018,99,$0.99 ,N/A (N/A),3000,00:00 (00:00),Hyphema Studios,Hyphema Studios,Hyphema Studios,Hyphema Studios
2420,What's My Gender?,859380,6/1/2018,299,$2.99 ,N/A (N/A),2000,00:00 (00:00),Leo Lipasti,Leo Lipasti,Leo Lipasti,Leo Lipasti
2421,Hardway Party,816150,10/5/2018,499,$4.99 ,N/A (N/A),1000,00:00 (00:00),"Wastelands Interactive, Digital Melody","Wastelands Interactive, Digital Melody",Wastelands Interactive,Wastelands Interactive
2422,HEROES TRIALS,854670,6/20/2018,599,$5.99 ,N/A (N/A),1000,00:00 (00:00),Shinyuden,Shinyuden,Shinyuden,Shinyuden
2423,Rio Rex,868830,5/21/2018,199,$1.99 ,N/A (N/A),2000,00:00 (00:00),Gametornado,Gametornado,Gametornado,Gametornado
2424,Keiko Everlasting,852630,6/11/2018,199,$1.99 ,N/A (N/A),1000,00:00 (00:00),"Matt Stanton, Unmei No Basho, Kojiasano, Jeff Stanton, Naoko Kabashima","Matt Stanton, Unmei No Basho, Kojiasano, Jeff Stanton, Naoko Kabashima",Matt Stanton,Matt Stanton
2425,The Lost Sky,863920,6/14/2018,299,$2.99 ,N/A (N/A),1000,00:00 (00:00),YASUDA GAMES,YASUDA GAMES,YASUDA GAMES,YASUDA GAMES
2426,HexTrains,866350,6/12/2018,499,$4.99 ,N/A (N/A),2000,00:00 (00:00),Stephan Weiss,Stephan Weiss,Stephan Weiss,Stephan Weiss
2427,dsync,743100,6/15/2018,499,$4.99 ,N/A (N/A),2000,00:00 (00:00),Big Galoot,Big Galoot,Big Galoot,Big Galoot
2428,<U+63A2><U+7075><U+8B66><U+63A2>,872590,6/25/2018,99,$0.99 ,N/A (N/A),2000,00:00 (00:00),wuxin,wuxin,wuxin,wuxin
2429,Arcade Love / <U+30B2><U+30FC><U+30BB><U+30F3><U+30E9><U+30D6><U+3002>,752430,6/19/2018,949,$9.49 ,N/A (N/A),1000,00:00 (00:00),TRIANGLE SERVICE,TRIANGLE SERVICE,TRIANGLE SERVICE,TRIANGLE SERVICE
2431,The Pirates of Sector 7,877270,6/1/2018,0,Free,N/A (N/A),1000,00:00 (00:00),Legacy Gameworks,Legacy Gameworks,Legacy Gameworks,Legacy Gameworks
2432,Fruit Hoop,872360,6/28/2018,99,$0.99 ,N/A (N/A),2000,00:00 (00:00),Teeter Games,Teeter Games,Teeter Games,Teeter Games
2433,Two Wars - Part 1,889210,7/9/2018,0,N/A,N/A (N/A),3000,00:00 (00:00),Triority,Triority,Triority,Triority
2434,Grand Kokoro - Episode 1,889030,7/25/2018,499,$4.99 ,N/A (N/A),1000,00:00 (00:00),Studio Crown Crest,Studio Crown Crest,Studio Crown Crest,Studio Crown Crest
2435,A Gentlemanly Adventure,890740,11/2/2018,299,$2.99 ,N/A (N/A),1000,00:00 (00:00),Not Chicken Games,Not Chicken Games,Not Chicken Games,Not Chicken Games
2436,V.O.I.D.,898290,11/29/2018,99,$0.99 ,N/A (N/A),1000,00:00 (00:00),NAPE GAMES,NAPE GAMES,NAPE GAMES,NAPE GAMES
2437,Lovestory,888640,8/30/2018,99,$0.99 ,N/A (N/A),1000,00:00 (00:00),Gunval Team,Gunval Team,Gunval Team,Gunval Team
2438,Repeat the image: Animals,906160,8/4/2018,399,$3.99 ,N/A (N/A),1000,00:00 (00:00),Laush Dmitriy Sergeevich,Laush Dmitriy Sergeevich,Laush Dmitriy Sergeevich,Laush Dmitriy Sergeevich
2439,Volcanic Blocks,912760,8/31/2018,199,$1.99 ,N/A (N/A),123000,00:00 (00:00),Bullid Games,Bullid Games,Bullid Games,Bullid Games
2441,John Black: Memories,915380,8/22/2018,99,$0.99 ,N/A (N/A),1000,00:00 (00:00),Emakestudio,Emakestudio,Emakestudio,Emakestudio
2442,Shahrzad - The Storyteller,921740,8/17/2018,999,$9.99 ,N/A (N/A),1000,00:00 (00:00),Electro gryphon gamelab,Electro gryphon gamelab,Libredia Entertainment,Libredia Entertainment
2443,Construction Charlie,920500,9/9/2018,0,Free,N/A (N/A),68000,00:00 (00:00),RiftBreak Software,RiftBreak Software,RiftBreak Software,RiftBreak Software
2444,Ape Hit,925360,8/31/2018,99,$0.99 ,N/A (N/A),1000,00:00 (00:00),"Malika K. LLC, Zombie's Delight Studio","Malika K. LLC, Zombie's Delight Studio","Malika K. LLC, Zombie's Delight Studio","Malika K. LLC, Zombie's Delight Studio"
2445,Mushroom rain,930480,9/8/2018,499,$4.99 ,N/A (N/A),1000,00:00 (00:00),Laush Dmitriy Sergeevich,Laush Dmitriy Sergeevich,Laush Studio,Laush Studio
2446,Nutrients for Life,905460,9/14/2018,0,Free,N/A (N/A),2000,00:00 (00:00),MAMMOTH,MAMMOTH,MAMMOTH,MAMMOTH
2447,GyroCube VR,737840,9/19/2018,899,$8.99 ,N/A (N/A),1000,00:00 (00:00),"SWUMP, Anders Schou","SWUMP, Anders Schou","SWUMP, Anders Schou","SWUMP, Anders Schou"
2448,Taco Truck Madness,932300,9/27/2018,499,$4.99 ,N/A (N/A),1000,00:00 (00:00),Game Mechanics LLC,Game Mechanics LLC,Game Mechanics LLC,Game Mechanics LLC
2449,Awkward Date Hero,806350,10/1/2018,199,$1.99 ,N/A (N/A),5000,00:00 (00:00),Brentinitis,Brentinitis,Brentinitis,Brentinitis
2450,Soul-Ivy: C0,938960,10/11/2018,99,$0.99 ,N/A (N/A),1000,00:00 (00:00),Ammon,Ammon,Ammon,Ammon
2451,Innocent Forest 2: The Bed in the Sky,929180,10/5/2018,249,$2.49 ,N/A (N/A),1000,00:00 (00:00),MyDearest Inc.,MyDearest Inc.,Sekai Project,Sekai Project
2452,Journey Through Memories,948340,10/20/2018,99,$0.99 ,N/A (N/A),1000,00:00 (00:00),"Niken Hertanto, Inkan Hertanto, Juan Rosales, Runze (Eric) Guo, Patrick Kagel","Niken Hertanto, Inkan Hertanto, Juan Rosales, Runze (Eric) Guo, Patrick Kagel",N/A,N/A
2453,Fallen Sky -Online-,950730,10/19/2018,199,$1.99 ,N/A (N/A),1000,00:00 (00:00),Marco Braun,Marco Braun,Vault Softworks,Vault Softworks
2454,Shepard Fairey VR - DAMAGED,871290,10/14/2018,99,$0.99 ,N/A (N/A),2000,00:00 (00:00),Talespin,Talespin,VRt Ventures,VRt Ventures
2455,WayDown,959090,11/5/2018,299,$2.99 ,N/A (N/A),2000,00:00 (00:00),"CakeNeq Games, Dinobyte Softworks","CakeNeq Games, Dinobyte Softworks",CakeNeq Games,CakeNeq Games
2456,CYPEST Underground,973860,12/18/2018,399,$3.99 ,N/A (N/A),2000,00:00 (00:00),Gravitation Art,Gravitation Art,Gravitation Art,Gravitation Art
2457,Siam Twinstick,969240,10/8/2018,0,Free,N/A (N/A),1000,00:00 (00:00),"Matchup-Gamedesign, Tobias Gaertner","Matchup-Gamedesign, Tobias Gaertner",Tobias Gaertner,Tobias Gaertner
2459,Elite Archery,977110,11/29/2018,99,$0.99 ,N/A (N/A),8000,00:00 (00:00),RewindApp,RewindApp,RewindApp,RewindApp
2460,Case Opener Guns,976720,11/21/2018,199,$1.99 ,N/A (N/A),11000,00:00 (00:00),Boogygames Studios,Boogygames Studios,Boogygames Studios,Boogygames Studios
2461,E3.14CENTER,862240,12/4/2018,199,$1.99 ,N/A (N/A),2000,00:00 (00:00),SaintHeiser,SaintHeiser,Half-Face Games,Half-Face Games
2462,Hir Corruption,982770,11/28/2018,0,N/A,N/A (N/A),7000,00:00 (00:00),,"Foxtrot Dev, DASH Productions","Foxtrot Dev, DASH Productions",
2463,Fant Kids Matching Game,964340,12/2/2018,399,$3.99 ,N/A (N/A),1000,00:00 (00:00),FunFant,FunFant,FunFant,FunFant
2464,Darkheart: Flight of the Harpies,985070,3/27/2018,374,$3.74 ,N/A (N/A),1000,00:00 (00:00),Lazy Turtle Games,Lazy Turtle Games,HH-Games,HH-Games
2465,One minute of death,988330,12/18/2018,499,$4.99 ,N/A (N/A),1000,00:00 (00:00),Krzysztof Konopka,Krzysztof Konopka,Krzysztof Konopka,Krzysztof Konopka
2466,Muzzleloaded,982990,12/21/2018,199,$1.99 ,N/A (N/A),2000,00:00 (00:00),Jordan Keith,Jordan Keith,Frontside Games,Frontside Games
2467,Make A Jigsaw Puzzle,991500,12/28/2018,199,$1.99 ,N/A (N/A),1000,00:00 (00:00),waci11,waci11,waci11,waci11
2468,Scribble Plus,993890,12/27/2018,499,$4.99 ,N/A (N/A),1000,00:00 (00:00),Bear Box Media,Bear Box Media,Bear Box Media,Bear Box Media
2470,Death Runner,665550,11/3/2018,99,$0.99 ,N/A (N/A),2000,00:00 (00:00),Frederik Holst,Frederik Holst,Frederik Holst,Frederik Holst
2471,The Eerie Adventures Of Kally,753390,5/31/2018,599,$5.99 ,N/A (N/A),1000,00:00 (00:00),DS,DS,DS,DS
2473,Critical Mess,780000,1/24/2018,99,$0.99 ,N/A (N/A),1000,00:00 (00:00),DK VIP Lounge,DK VIP Lounge,DK VIP Lounge,DK VIP Lounge
2474,Stranded Alone,780260,1/23/2018,299,$2.99 ,N/A (N/A),1000,00:00 (00:00),Tanny Tran,Tanny Tran,Tanny Tran,Tanny Tran
2476,Trinity,778580,9/12/2018,0,Free,N/A (N/A),3000,00:00 (00:00),Maelstrom Rabbit,Maelstrom Rabbit,Maelstrom Rabbit,Maelstrom Rabbit
2477,Angelo Skate Away,756680,1/26/2018,499,$4.99 ,N/A (N/A),1000,00:00 (00:00),TeamTO Games,TeamTO Games,Plug In Digital,Plug In Digital
2478,ReallyGoodBattle,686040,2/15/2018,299,$2.99 ,N/A (N/A),1000,00:00 (00:00),Boxhead Games,Boxhead Games,Boxhead Games,Boxhead Games
2479,Flying Turkey,760010,2/9/2018,999,$9.99 ,N/A (N/A),1000,00:00 (00:00),MONSTER CITY,MONSTER CITY,MONSTER CITY,MONSTER CITY
2480,Train Crisis,542100,2/8/2018,499,$4.99 ,N/A (N/A),2000,00:00 (00:00),UPLAY Online,UPLAY Online,UPLAY Online,UPLAY Online
2481,Fuse Balls,807840,3/8/2018,299,$2.99 ,N/A (N/A),1000,00:00 (00:00),Dilmer Valecillos,Dilmer Valecillos,Dilmer Games,Dilmer Games
2482,Just a Jumping Square,800520,3/5/2018,199,$1.99 ,N/A (N/A),2000,00:00 (00:00),Alfa-Omega,Alfa-Omega,Alfa-Omega,Alfa-Omega
2483,Oedipus Dating Sim,757540,3/12/2018,299,$2.99 ,N/A (N/A),4000,00:00 (00:00),Wholetone Games,Wholetone Games,Wholetone Games,Wholetone Games
2484,Starcaster,727430,7/25/2018,299,$2.99 ,N/A (N/A),1000,00:00 (00:00),Steam Blade Games,Steam Blade Games,Steam Blade Games,Steam Blade Games
2485,The Great Fantasy Struggle,765470,9/26/2018,499,$4.99 ,N/A (N/A),3000,00:00 (00:00),Alina Digital,Alina Digital,Alina Digital,Alina Digital
2486,Grim Tales: The Stone Queen Collector's Edition,838730,4/27/2018,999,$9.99 ,N/A (N/A),1000,00:00 (00:00),Elephant Games,Elephant Games,Big Fish Games,Big Fish Games
2487,Lighter Than AR,845820,4/30/2018,499,$4.99 ,N/A (N/A),1000,00:00 (00:00),Constantly New Corp.,Constantly New Corp.,Constantly New Corp.,Constantly New Corp.
2488,Mage Fort,836470,5/10/2018,499,$4.99 ,N/A (N/A),2000,00:00 (00:00),Fuzzy Code Studio LLC,Fuzzy Code Studio LLC,Fuzzy Code Studio LLC,Fuzzy Code Studio LLC
2489,Huckleberry Falls,576290,9/20/2018,299,$2.99 ,N/A (N/A),2000,00:00 (00:00),Fatcat Games,Fatcat Games,Fatcat Games,Fatcat Games
2490,Parkland,812170,6/1/2018,299,$2.99 ,N/A (N/A),2000,00:00 (00:00),"Daniel Rychlý, Milan Matonok","Daniel Rychlý, Milan Matonok",Fungamesvr,Fungamesvr
2491,Cartoonway : Mini Cars,856380,5/18/2018,399,$3.99 ,N/A (N/A),1000,00:00 (00:00),Art Of Adventures,Art Of Adventures,Art Of Adventures,Art Of Adventures
2492,Corpse Mob,828460,6/4/2018,199,$1.99 ,N/A (N/A),3000,00:00 (00:00),Organic Robot Games,Organic Robot Games,Organic Robot Games,Organic Robot Games
2494,Turn up jeans,867850,5/17/2018,99,$0.99 ,N/A (N/A),3000,00:00 (00:00),Anime squad,Anime squad,Anime squad,Anime squad
2495,Munx VR,871490,6/20/2018,0,Free,N/A (N/A),5000,00:00 (00:00),"Aleksandar Kojic, Milos Kojic","Aleksandar Kojic, Milos Kojic",Linguisticator Ltd,Linguisticator Ltd
2496,WorkinVR,881390,1/18/2018,399,$3.99 ,N/A (N/A),1000,00:00 (00:00),KeswickVR,KeswickVR,KeswickVR,KeswickVR
2498,The Chambers,879450,7/2/2018,199,$1.99 ,N/A (N/A),1000,00:00 (00:00),Igor Krutov's games,Igor Krutov's games,Igor Krutov's games,Igor Krutov's games
2499,Deep Noise,866950,7/12/2018,0,N/A,N/A (N/A),3000,00:00 (00:00),OnPluto,OnPluto,OnPluto,OnPluto
2500,Zombie Head,888570,7/25/2018,199,$1.99 ,N/A (N/A),18000,00:00 (00:00),Pixel Cattus,Pixel Cattus,Pixel Cattus,Pixel Cattus
2501,Fortune and Gloria,881060,7/24/2018,999,$9.99 ,N/A (N/A),8000,00:00 (00:00),Bad Logic Studios,Bad Logic Studios,Bad Logic Studios,Bad Logic Studios
2502,Haunted Halls: Revenge of Doctor Blackmore Collector's Edition,896970,7/27/2018,999,$9.99 ,N/A (N/A),1000,00:00 (00:00),AMAX Interactive,AMAX Interactive,Big Fish Games,Big Fish Games
2504,Mind Map VR / <U+30DE><U+30A4><U+30F3><U+30C9><U+30DE><U+30C3><U+30D7>VR,885250,7/30/2018,499,$4.99 ,N/A (N/A),2000,00:00 (00:00),VR-AR Corp,VR-AR Corp,VR-AR Corp,VR-AR Corp
2505,Cosmic Ray,894740,9/28/2018,299,$2.99 ,N/A (N/A),6000,00:00 (00:00),Cosmocat,Cosmocat,Cosmocat,Cosmocat
2506,Majin Woman,895180,8/1/2018,999,$9.99 ,N/A (N/A),2000,00:00 (00:00),Konekroyd,Konekroyd,DLsite,DLsite
2508,Poverty is a Choice,883300,9/17/2018,599,$5.99 ,N/A (N/A),1000,00:00 (00:00),Ugliest Horse Studio,Ugliest Horse Studio,Ugliest Horse Studio,Ugliest Horse Studio
2509,Poltergeist Treasure,912500,10/4/2018,499,$4.99 ,N/A (N/A),2000,00:00 (00:00),Stand Off Software,Stand Off Software,Stand Off Software,Stand Off Software
2510,Sparticles,915930,8/27/2018,799,$7.99 ,N/A (N/A),1000,00:00 (00:00),Zarbuz,Zarbuz,Zarbuz,Zarbuz
2511,Bomb Riders,906950,8/29/2018,199,$1.99 ,N/A (N/A),10000,00:00 (00:00),Renderise,Renderise,Renderise,Renderise
2513,Thrill Rollercoasters,943230,9/27/2018,299,$2.99 ,N/A (N/A),1000,00:00 (00:00),Gooners Game,Gooners Game,Gooners Game,Gooners Game
2514,Super Commander XL,939240,10/9/2018,99,$0.99 ,N/A (N/A),2000,00:00 (00:00),Zeuta Caffe,Zeuta Caffe,Zeuta Caffe,Zeuta Caffe
2515,Gamble of Gods,912730,11/9/2018,0,Free,N/A (N/A),11000,00:00 (00:00),"Mighty Papaya, ESAT","Mighty Papaya, ESAT",ESAT,ESAT
2517,Perfect Life VR,968380,11/15/2018,199,$1.99 ,N/A (N/A),2000,00:00 (00:00),Özgün BURSALIOGLU,Özgün BURSALIOGLU,Özgün BURSALIOGLU,Özgün BURSALIOGLU
2518,Boise Historic Natatorium,980740,11/27/2018,0,Free,N/A (N/A),2000,00:00 (00:00),Gordon Roberts,Gordon Roberts,Gordon Roberts,Gordon Roberts
2520,Onslaught: Armoured Assault,1049910,10/14/2018,499,$4.99 ,N/A (N/A),3000,00:00 (00:00),Lazy Friday Studio,Lazy Friday Studio,Lazy Friday Studio,Lazy Friday Studio
2521,Hoppa,1135190,8/22/2018,299,$2.99 ,N/A (N/A),1000,00:00 (00:00),Sokpop Collective,Sokpop Collective,Sokpop Collective,Sokpop Collective
2522,Bombini,1135040,1/17/2018,299,$2.99 ,N/A (N/A),1000,00:00 (00:00),Sokpop Collective,Sokpop Collective,Sokpop Collective,Sokpop Collective
2523,One Bullet left,618670,2/26/2018,399,$3.99 ,N/A (N/A),1000,00:00 (00:00),OxPrimeStudio,OxPrimeStudio,OxPrimeStudio,OxPrimeStudio
2526,Pixel To The West,697160,2/8/2018,299,$2.99 ,N/A (N/A),2000,00:00 (00:00),yayapipi,yayapipi,Yayapipi Studio,Yayapipi Studio
2527,Stickman Annihilation 2,703360,2/10/2018,199,$1.99 ,N/A (N/A),1000,00:00 (00:00),Hype ProductionZ,Hype ProductionZ,Hype ProductionZ,Hype ProductionZ
2528,RoboHeist VR,800510,4/13/2018,1299,$12.99 ,N/A (N/A),1000,00:00 (00:00),Blob Lab,Blob Lab,Blob Lab,Blob Lab
2529,Crazzers,816380,3/18/2018,499,$4.99 ,N/A (N/A),2000,00:00 (00:00),Hardcore Studio,Hardcore Studio,Hardcore Studio,Hardcore Studio
2530,Pokka Man,823290,4/2/2018,199,$1.99 ,N/A (N/A),1000,00:00 (00:00),Tumico Studio,Tumico Studio,Tumico Studio,Tumico Studio
2531,Fly Killer VR,868560,5/30/2018,199,$1.99 ,N/A (N/A),1000,00:00 (00:00),Blue_Trigger,Blue_Trigger,Blue_Trigger,Blue_Trigger
2532,Moon Landing VR,651080,11/7/2018,0,Free,N/A (N/A),2000,00:00 (00:00),Lindero Edutainment,Lindero Edutainment,Lindero Edutainment,Lindero Edutainment
2533,GlobalMap Astro,633300,6/12/2018,5499,$54.99 ,N/A (N/A),1000,00:00 (00:00),Gradoservice,Gradoservice,Gradoservice,Gradoservice
2534,How About Spikes,847570,11/9/2018,99,$0.99 ,N/A (N/A),2000,00:00 (00:00),SoulPixel Studio,SoulPixel Studio,SoulPixel Studio,SoulPixel Studio
2535,Space Wars,892910,7/23/2018,90,$0.90 ,N/A (N/A),1000,00:00 (00:00),Star Studios,Star Studios,Star Studios,Star Studios
2536,Space Drift Squad,825110,8/1/2018,99,$0.99 ,N/A (N/A),6000,00:00 (00:00),Penguin Tower Studios,Penguin Tower Studios,Penguin Tower Studios,Penguin Tower Studios
2537,Super Strawberry Man,914900,11/2/2018,199,$1.99 ,N/A (N/A),2000,00:00 (00:00),Anamik Majumdar,Anamik Majumdar,Anamik Majumdar,Anamik Majumdar
2538,ZOOMnBOOM,870580,8/29/2018,99,$0.99 ,N/A (N/A),2000,00:00 (00:00),MooCow Games,MooCow Games,MooCow Games,MooCow Games
2539,Formula XD,932730,9/20/2018,1499,$14.99 ,N/A (N/A),1000,00:00 (00:00),Nitroglycerin Ltd.,Nitroglycerin Ltd.,Nitroglycerin Ltd.,Nitroglycerin Ltd.
2540,Bigger Guns,937860,10/9/2018,0,Free,N/A (N/A),2000,00:00 (00:00),Tenball,Tenball,Tenball,Tenball
2541,Color by Numbers - Halloween,954360,10/16/2018,399,$3.99 ,N/A (N/A),1000,00:00 (00:00),Kedronic UAB,Kedronic UAB,Kedronic UAB,Kedronic UAB
2542,Expedition Oregon,947580,11/7/2018,0,Free,N/A (N/A),4000,00:00 (00:00),Your Friends Upstairs,Your Friends Upstairs,Your Friends Upstairs,Your Friends Upstairs
2543,Empire - Wargame of new Century,666640,11/6/2018,699,$6.99 ,N/A (N/A),1000,00:00 (00:00),Artur Podzorski,Artur Podzorski,Linkart Artur Podzorski,Linkart Artur Podzorski
2545,Draft Day Sports: Pro Football 2019,974530,11/21/2018,1999,$19.99 ,N/A (N/A),1000,00:00 (00:00),Wolverine Studios,Wolverine Studios,Wolverine Studios,Wolverine Studios
2546,Tank raid,992890,12/18/2018,99,$0.99 ,N/A (N/A),2000,00:00 (00:00),ARGames,ARGames,Metal Fox,Metal Fox
2547,Witoo VR photo viewer,970210,10/23/2018,0,Free,N/A (N/A),12000,00:00 (00:00),Jérémy Beuchot,Jérémy Beuchot,picyoo,picyoo
2548,Adecke - Cards Games Deluxe,1052480,11/21/2018,499,$4.99 ,N/A (N/A),1000,00:00 (00:00),Philippe Pelchat,Philippe Pelchat,Philippe Pelchat,Philippe Pelchat
2549,kamer,1135130,5/23/2018,299,$2.99 ,N/A (N/A),3000,00:00 (00:00),Sokpop Collective,Sokpop Collective,Sokpop Collective,Sokpop Collective
2550,Zoo Packs,1135150,6/20/2018,299,$2.99 ,N/A (N/A),2000,00:00 (00:00),Sokpop Collective,Sokpop Collective,Sokpop Collective,Sokpop Collective
2552,Zahalia,791320,3/6/2018,49,$0.49 ,N/A (N/A),1000,00:00 (00:00),LunarCore Games,LunarCore Games,LunarCore Games,LunarCore Games
2553,Survive: The king killer,797190,2/20/2018,99,$0.99 ,N/A (N/A),13000,00:00 (00:00),WhackAKey Games,WhackAKey Games,WhackAKey Games,WhackAKey Games
2554,Tracon!2012:SE,646350,2/8/2018,3499,$34.99 ,N/A (N/A),1000,00:00 (00:00),FeelThere,FeelThere,FeelThere,FeelThere
2555,Shadow of the Black Dragon,799420,2/27/2018,89,$0.89 ,N/A (N/A),3000,00:00 (00:00),Brewsterland Studios,Brewsterland Studios,Brewsterland Studios,Brewsterland Studios
2556,The Fielder's Choice,805120,2/22/2018,399,$3.99 ,N/A (N/A),1000,00:00 (00:00),Choice of Games,Choice of Games,Choice of Games,Choice of Games
2557,M.I.N.D.,825620,5/23/2018,99,$0.99 ,N/A (N/A),2000,00:00 (00:00),"Kasper Kataja (kasbr), Johannes Lähteenmäki (dlooph)","Kasper Kataja (kasbr), Johannes Lähteenmäki (dlooph)",Cosmotic Games,Cosmotic Games
2558,Hummingz - Retro Arcade action revised,809040,4/20/2018,399,$3.99 ,N/A (N/A),10000,00:00 (00:00),Stefan Preuss,Stefan Preuss,Stefan Preuss,Stefan Preuss
2559,Containment Initiative: PC Standalone,792680,4/27/2018,99,$0.99 ,N/A (N/A),3000,00:00 (00:00),Gwyn Games,Gwyn Games,Gwyn Games,Gwyn Games
2560,Ghost Mountain Roller Coaster,849690,1/24/2018,299,$2.99 ,N/A (N/A),1000,00:00 (00:00),Raw Lion Workshop,Raw Lion Workshop,Raw Lion Workshop,Raw Lion Workshop
2561,Up And Up,869930,5/21/2018,99,$0.99 ,N/A (N/A),6000,00:00 (00:00),Junitre Works,Junitre Works,Junitre Works,Junitre Works
2562,Deadly Silence,877730,6/18/2018,599,$5.99 ,N/A (N/A),1000,00:00 (00:00),Electrical Eagle,Electrical Eagle,Electrical Eagle,Electrical Eagle
2563,Die In The Dark,847860,7/20/2018,499,$4.99 ,N/A (N/A),1000,00:00 (00:00),Side B Gaming,Side B Gaming,Side B Gaming,Side B Gaming
2564,Vinhomes Metropolis VR Interior,781040,7/17/2018,0,Free,N/A (N/A),2000,00:00 (00:00),Holo Infinity,Holo Infinity,Tuan Nguyen,Tuan Nguyen
2565,Strike Cars,906020,9/5/2018,499,$4.99 ,N/A (N/A),3000,00:00 (00:00),Action Portal,Action Portal,Action Portal,Action Portal
2566,Galactic Dominion,871710,9/6/2018,499,$4.99 ,N/A (N/A),3000,00:00 (00:00),Forever Years,Forever Years,Forever Years,Forever Years
2567,The Twelve Trials,929030,9/27/2018,299,$2.99 ,N/A (N/A),1000,00:00 (00:00),Hosted Games,Hosted Games,Hosted Games,Hosted Games
2568,Puzzle Monarch: Nile River,938840,9/23/2018,499,$4.99 ,N/A (N/A),1000,00:00 (00:00),Ripknot Systems,Ripknot Systems,Ripknot Systems,Ripknot Systems
2569,Hentball,932310,9/24/2018,99,$0.99 ,N/A (N/A),2000,00:00 (00:00),"Metal Fox, PashaPencil","Metal Fox, PashaPencil",Metal Fox,Metal Fox
2570,Buy Low Sell High,934220,9/28/2018,499,$4.99 ,N/A (N/A),2000,00:00 (00:00),Red Fox Studios,Red Fox Studios,Red Fox Studios,Red Fox Studios
2571,The Martian Job,952010,10/5/2018,399,$3.99 ,N/A (N/A),3000,00:00 (00:00),Choice of Games,Choice of Games,Choice of Games,Choice of Games
2573,Kings' Cross,981900,11/27/2018,0,Free,N/A (N/A),3000,00:00 (00:00),"Azorian, kron0s_alexey, Pavel_Balakin","Azorian, kron0s_alexey, Pavel_Balakin",Elina Faritovna Balakina,Elina Faritovna Balakina
2574,Project Glitch,765950,1/23/2018,99,$0.99 ,N/A (N/A),7000,00:00 (00:00),Rithm Gaming,Rithm Gaming,Rithm Gaming,Rithm Gaming
2575,Naturallandscape - GuilinLandscape (<U+81EA><U+7136><U+666F><U+89C2><U+7CFB><U+5217>-<U+6842><U+6797><U+5C71><U+6C34>),788720,2/15/2018,199,$1.99 ,N/A (N/A),3000,00:00 (00:00),Magicvalley Studio,Magicvalley Studio,Magicvalley Studio,Magicvalley Studio
2577,Marginal act,823330,3/28/2018,199,$1.99 ,N/A (N/A),29000,00:00 (00:00),Marginal act,Marginal act,Marginal act,Marginal act
2578,My Safe House,805980,4/20/2018,199,$1.99 ,N/A (N/A),1000,00:00 (00:00),StoryTale Studios,StoryTale Studios,StoryTale Studios,StoryTale Studios
2580,The Princess Adventure,850740,11/8/2018,599,$5.99 ,N/A (N/A),2000,00:00 (00:00),FalconDev,FalconDev,FalconDev,FalconDev
2581,Jumper Magic,886020,7/3/2018,199,$1.99 ,N/A (N/A),1000,00:00 (00:00),TheElvenTale Games,TheElvenTale Games,TheElvenTale Games,TheElvenTale Games
2582,Pilgrimage,888620,7/7/2018,699,$6.99 ,N/A (N/A),2000,00:00 (00:00),Robbin Leung,Robbin Leung,Robbin Leung,Robbin Leung
2583,YOU - The Untold Stories,904930,10/24/2018,399,$3.99 ,N/A (N/A),1000,00:00 (00:00),ZekGame,ZekGame,ZekGame,ZekGame
2584,Slider,884900,8/15/2018,49,$0.49 ,N/A (N/A),14000,00:00 (00:00),Albireo Games,Albireo Games,Albireo Games,Albireo Games
2585,Dream Walker,953190,10/18/2018,599,$5.99 ,N/A (N/A),2000,00:00 (00:00),Shaman Games Studio,Shaman Games Studio,Shaman Games Studio,Shaman Games Studio
