"492","597","1036","date","other"
"4","3","2","2019-03-13","0"
"4","3","2","2019-03-27","0"
"29","20","12","2019-04-10","0"
"31","21","13","2019-04-24","0"
"16","11","7","2019-05-08","0"
"18","12","7","2019-05-22","0"
"33","23","14","2019-06-05","0"
"31","21","13","2019-06-19","0"
"31","21","13","2019-07-03","0"
"31","21","13","2019-07-17","0"
"33","23","14","2019-07-31","0"
"29","20","12","2019-08-14","0"
"31","21","13","2019-08-28","0"
"31","21","13","2019-09-11","0"
"33","23","14","2019-09-25","0"
"33","23","14","2019-10-09","0"
"31","21","13","2019-10-23","0"
"29","20","12","2019-11-06","0"
"31","21","13","2019-11-20","0"
"31","21","13","2019-12-04","0"
"35","24","15","2019-12-18","0"
"29","20","12","2020-01-01","0"
"47","32","20","2020-01-15","0"
"31","21","13","2020-01-29","0"
"35","24","15","2020-02-12","0"
"33","23","14","2020-02-26","0"
"35","24","15","2020-03-11","0"
"31","21","13","2020-03-25","0"
"33","23","14","2020-04-08","0"
"35","24","15","2020-04-22","0"
"31","21","13","2020-05-06","0"
"33","23","14","2020-05-20","0"
"31","21","13","2020-06-03","0"
"33","23","14","2020-06-17","0"
"31","21","13","2020-07-01","0"
"27","18","11","2020-07-15","0"
"31","21","13","2020-07-29","0"
"33","23","14","2020-08-12","0"
"29","20","12","2020-08-26","0"
"29","20","12","2020-09-09","0"
"35","24","15","2020-09-23","0"
"35","24","15","2020-10-07","0"
"38","26","16","2020-10-21","0"
"29","20","12","2020-11-04","0"
"51","35","21","2020-11-18","0"
"31","21","13","2020-12-02","0"
"33","23","14","2020-12-16","0"
"31","21","13","2020-12-30","0"
"38","26","16","2021-01-13","0"
"35","24","15","2021-01-27","0"
"24","17","10","2021-02-10","0"
"35","24","15","2021-02-24","0"
"31","21","13","2021-03-10","0"
"31","21","13","2021-03-24","0"
"31","21","13","2021-04-07","0"
"31","21","13","2021-04-21","0"
"33","23","14","2021-05-05","0"
